Species	State
Heliofungia_actiniformis	0
Heteractis_aurora	0
Hippopodius_hippopus	0
Hormosoma_scotti	0
Hybocodon_chilensis	0
Hybocodon_prolifer	0
Hydra_canadensis	0
Hydra_circumcincta	0
Hydra_hymanae	0
Hydra_oligactis	0
Hydra_oxycnida	0
Hydra_polymorphus	0
Hydra_robusta	0
Hydra_sinensis	0
Hydra_utahensis	0
Hydra_viridissima	0
Hydra_vulgaris	0
Hydractinia_echinata	0
Hydractinia_symbiolongicarpus	0
Hydrallmania_falcata	0
Hydranthea_margarica	0
Hydrichthella_epigorgia	0
Hydrichthys_boycei	0
Hydrissa_sodalis	0
Idiellana_pristis	0
Inferiolabiata_lowei	0
Isactinernus_quadrilobatus	0
Isanthus_capensis	0
Isoparactis_ferax	0
Isotealia_antarctica	0
Janaria_mirabilis	0
Kirchenpaueria_pinnata	1
Koellikerina_fasciculata	0
Lafoea_dumosa	1
Laomedea_calceolifera	0
Laomedea_flexuosa	0
Laviactis_lucida	0
Lensia_conoidea	0
Lepidopora_polystichopora	0
Lepidotheca_chauliostylus	0
Leptohelia_flexibilis	0
Leptohelia_microstylus	0
Leuckartiara_octona	0
Lilyopsis_fluoracantha	0
Limnocnida_tanganjicae	0
Liponema_multiporum	0
Liriope_tetraphylla	0
Lizzia_blondina	0
Lobophyllia_hemprichii	0
Lovenella_assimilis	0
Lovenella_gracilis	0
Lucernaria_quadricornis	0
Lytocarpia_canepa	0
Macrorhynchia_philippina	0
Macrorhynchia_phoenicea	0
Maeotias_marginata	0
Magallana_gigas	0
Malagazzia_carolinae	0
Manania_gwilliami	0
Marrus_orthocanna	0
Melicertum_octocostatum	0
Metridium_senile	0
Mitrocomella_brownei	0
Mitrocomella_niwai	0
Modeeria_rotunda	0
Moerisia_inkermanica	0
Monobrachium_parasitum	0
Monostaechas_quadridens	1
Montastraea_cavernosa	0
Montipora_digitata	0
Morbakka_virulenta	0
Muggiaea_atlantica	0
Nanomia_bijuga	0
Nausithoe_atlantica	0
Nectadamas_diomedeae	0
Nectopyramis_natans	0
Nemalecium_lighti	1
Nemanthus_nitidus	0
Nemertesia_antennina	1
Nemopsis_bachei	0
Neoturris_breviconis	0
Obelia_bidentata	0
Obelia_dichotoma	0
Obelia_geniculata	0
Obelia_longissima	0
Octophialucium_indicum	0
Octophialucium_medium	0
Odessia_maeotica	0
Olindias_formosus	0
Olindias_muelleri	0
Olindias_sambaquiensis	0
Opercularella_lacerata	0
Orbicella_annularis	0
Orthopyxis_caliculata	0
Orthopyxis_crenata	0
Orthopyxis_everta	0
Orthopyxis_integra	0
Orthopyxis_mianzani	0
Orthopyxis_sargassicola	0
Oswaldella_grandis	1
Oswaldella_laertesi	1
Oswaldella_shetlandica	1
Oswaldella_stepanjantsae	1
Pachycordyle_pusilla	0
Palythoa_tuberculosa	0
Pantachogon_haeckeli	0
Paraconopora_anthohelia	0
Paragorgia_arborea	0
Parazoanthus_axinellae	0
Pelagia_noctiluca	0
Pennaria_disticha	0
Perarella_schneideri	0
Periphylla_periphylla	0
Phellia_gausapata	0
Phialella_quadrata	0
Phyllorhiza_punctata	0
Physalia_physalis	0
Pliobothrus_echinatus	0
Plumularia_duseni	1
Plumularia_filicaulis	1
Plumularia_habereri	1
Plumularia_hyalina	1
Plumularia_lagenifera	1
Plumularia_margaretta	1
Plumularia_mooreana	1
Plumularia_obliqua	1
Plumularia_pulchella	1
Plumularia_setacea	1
Plumularia_setaceoides	1
Plumularia_spiralis	1
Plumularia_strictocarpa	1
Podocoryna_borealis	0
Podocoryna_carnea	0
Podocoryna_exigua	0
Podocoryna_hayamaensis	0
Podocoryna_pruvoti	0
Podocorynoides_minima	0
Polyorchis_haplus	0
Polyorchis_penicillatus	0
Porites_astreoides	0
Porites_lutea	0
Porpita_porpita	0
Praya_dubia	0
Proboscidactyla_flavicirrata	0
Proboscidactyla_ornata	0
Protanthea_simplex	0
Pseudocrypthelia_pachypoma	0
Ptychogena_crocea	0
Pycnotheca_mirabilis	1
Ralpharia_gorgoniae	0
Rathkea_octopunctata	0
Rhacostoma_atlanticum	0
Rhizocaulus_verticillatus	0
Rhizorhagium_arenosum	0
Rhodactis_osculifera	0
Rhopalonema_velatum	0
Rhopilema_verrilli	0
Ricordea_florida	0
Rosacea_flaccida	0
Sagartia_troglodytes	0
Sagartiogeton_laceratus	0
Sagartiogeton_undatus	0
Salacia_desmoides	0
Sarsia_apicula	0
Sarsia_lovenii	0
Sarsia_princeps	0
Sarsia_striata	0
Sarsia_tubulosa	0
Savalia_savaglia	0
Schuchertinia_altispina	0
Schuchertinia_conchicola	0
Schuchertinia_milleri	0
Scolionema_suvaense	0
Scrippsia_pacifica	0
Sertularella_diaphana	0
Sertularella_distans	0
Sertularia_argentea	0
Sertularia_cupressina	0
Sertularia_marginata	0
Sertularia_moluccana	0
Sertularia_perpusilla	0
Sertularia_tumida	0
Sertularia_turbinata	0
Silicularia_rosea	0
Slabberia_halterata	0
Solanderia_ericopsis	0
Solanderia_secunda	0
Solmissus_marshalli	0
Solmundella_bitentaculata	0
Sphaerocoryne_agassizii	0
Stauridiosarsia_gemmifera	0
Stauridiosarsia_nipponica	0
Stauridiosarsia_ophiogaster	0
Stauridiosarsia_producta	0
Stauridiosarsia_reesi	0
Staurocladia_vallentini	0
Staurocladia_wellingtoni	0
Staurodiscus_gotoi	0
Stomolophus_meleagris	0
Strongylocentrotus_purpuratus	0
Stylantheca_papillosa	0
Stylaster_alaskanus	0
Stylaster_californicus	0
Stylaster_campylecus	0
Stylaster_duchassaingii	0
Stylaster_elassotomus	0
Stylaster_galapagensis	0
Stylaster_horologium	0
Stylaster_imbricatus	0
Stylaster_papuensis	0
Stylaster_roseus	0
Stylaster_sanguineus	0
Stylaster_sinuosus	0
Stylaster_verrillii	0
Sympagohydra_tuuli	0
Synhalcurias_elegans	0
Systemapora_ornata	0
Tamoya_haplonema	0
Taxella_gracilicaulus	0
Tetraplatia_volitans	0
Thecocodium_quadratum	0
Thuiaria_thuja	0
Thyroscyphus_marginatus	0
Thyroscyphus_ramosus	0
Tiaricodon_coeruleus	0
Tiaropsidium_kelseyi	0
Tiaropsis_multicirrata	0
Tima_formosa	0
Triactis_producta	0
Trichoplax_adhaerens	0
Tripedalia_cystophora	0
Tubularia_indivisa	0
Turritopsis_nutricula	0
Urticina_felina	0
Varitentacula_yantaiensis	0
Velella_velella	0
Velkovrhia_enigmatica	0
Zanclea_costata	0
Zanclea_prolifera	0
Zyzzyzus_warreni	0
